timestamp,company_name,email,status,error_message
2026-08-04 22:51:00,Qcontra Accounting Consultants,support@qcontra.com,Skipped,not confirmed by SMTP probe
2026-08-04 22:51:08,Qcontra Accounting Consultants,enquiries@qcontra.com,Skipped,not confirmed by SMTP probe
2026-08-04 22:51:15,Qcontra Accounting Consultants,enquiry@qcontra.com,Skipped,not confirmed by SMTP probe
2026-08-04 22:51:18,H. T. Peiris & Company,info@htpeiris.com,Skipped,rejected by mail server
2026-08-04 22:51:21,H. T. Peiris & Company,accounts@htpeiris.com,Skipped,rejected by mail server
2026-08-04 22:51:21,H. T. Peiris & Company,tax@htpeiris.com,Skipped,duplicate / already processed
2026-08-04 22:51:23,H. T. Peiris & Company,admin@htpeiris.com,Skipped,rejected by mail server
2026-08-04 22:51:26,H. T. Peiris & Company,hr@htpeiris.com,Skipped,rejected by mail server
2026-08-04 22:51:26,H. T. Peiris & Company,audit@htpeiris.com,Skipped,duplicate / already processed
2026-08-04 22:51:29,H. T. Peiris & Company,contact@htpeiris.com,Skipped,rejected by mail server
2026-08-04 22:51:31,H. T. Peiris & Company,careers@htpeiris.com,Skipped,rejected by mail server
2026-08-04 22:51:32,H. T. Peiris & Company,finance@htpeiris.com,Skipped,not confirmed by SMTP probe
2026-08-04 22:51:33,H. T. Peiris & Company,support@htpeiris.com,Skipped,not confirmed by SMTP probe
2026-08-04 22:51:34,H. T. Peiris & Company,enquiries@htpeiris.com,Skipped,not confirmed by SMTP probe
2026-08-04 22:51:35,H. T. Peiris & Company,enquiry@htpeiris.com,Skipped,not confirmed by SMTP probe
2026-08-04 22:51:35,MAS Associates,info@masassociates.lk,Skipped,duplicate / already processed
2026-08-04 22:51:35,MAS Associates,accounts@masassociates.lk,Skipped,duplicate / already processed
2026-08-04 22:51:35,MAS Associates,tax@masassociates.lk,Skipped,duplicate / already processed
2026-08-04 22:51:35,MAS Associates,admin@masassociates.lk,Skipped,duplicate / already processed
2026-08-04 22:51:35,MAS Associates,hr@masassociates.lk,Skipped,duplicate / already processed
2026-08-04 22:51:52,MAS Associates,audit@masassociates.lk,Sent,
2026-08-04 22:52:13,MAS Associates,contact@masassociates.lk,Sent,
2026-08-04 22:52:34,MAS Associates,careers@masassociates.lk,Sent,
2026-08-04 22:52:54,MAS Associates,finance@masassociates.lk,Sent,
2026-08-04 22:53:11,MAS Associates,support@masassociates.lk,Sent,
2026-08-05 19:49:01,VK Accountancy,info@vkaccountancy.co.uk,Sent,
2026-08-05 19:49:01,VK Accountancy,info@vkaccountancy.co.uk,Skipped,duplicate / already processed
2026-08-05 19:49:03,VK Accountancy,accounts@vkaccountancy.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:05,VK Accountancy,tax@vkaccountancy.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:06,VK Accountancy,admin@vkaccountancy.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:08,VK Accountancy,hr@vkaccountancy.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:09,VK Accountancy,audit@vkaccountancy.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:10,VK Accountancy,contact@vkaccountancy.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:12,VK Accountancy,careers@vkaccountancy.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:14,VK Accountancy,finance@vkaccountancy.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:15,VK Accountancy,support@vkaccountancy.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:17,VK Accountancy,enquiries@vkaccountancy.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:18,VK Accountancy,enquiry@vkaccountancy.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:39,Clark Hearsey,steve.clark@clarkhearsey.co.uk,Sent,
2026-08-05 19:49:40,Clark Hearsey,info@clarkhearsey.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:41,Clark Hearsey,accounts@clarkhearsey.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:42,Clark Hearsey,tax@clarkhearsey.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:44,Clark Hearsey,admin@clarkhearsey.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:45,Clark Hearsey,hr@clarkhearsey.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:46,Clark Hearsey,audit@clarkhearsey.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:48,Clark Hearsey,contact@clarkhearsey.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:49,Clark Hearsey,careers@clarkhearsey.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:50,Clark Hearsey,finance@clarkhearsey.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:52,Clark Hearsey,support@clarkhearsey.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:53,Clark Hearsey,enquiries@clarkhearsey.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:49:55,Clark Hearsey,enquiry@clarkhearsey.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:50:17,Andrew Thomas Accountancy,info@andrew-thomas.org,Sent,
2026-08-05 19:50:17,Andrew Thomas Accountancy,info@andrew-thomas.org,Skipped,duplicate / already processed
2026-08-05 19:50:19,Andrew Thomas Accountancy,accounts@andrew-thomas.org,Skipped,not confirmed by SMTP probe
2026-08-05 19:50:21,Andrew Thomas Accountancy,tax@andrew-thomas.org,Skipped,not confirmed by SMTP probe
2026-08-05 19:50:23,Andrew Thomas Accountancy,admin@andrew-thomas.org,Skipped,not confirmed by SMTP probe
2026-08-05 19:50:25,Andrew Thomas Accountancy,hr@andrew-thomas.org,Skipped,not confirmed by SMTP probe
2026-08-05 19:50:26,Andrew Thomas Accountancy,audit@andrew-thomas.org,Skipped,not confirmed by SMTP probe
2026-08-05 19:50:28,Andrew Thomas Accountancy,contact@andrew-thomas.org,Skipped,not confirmed by SMTP probe
2026-08-05 19:50:30,Andrew Thomas Accountancy,careers@andrew-thomas.org,Skipped,not confirmed by SMTP probe
2026-08-05 19:50:31,Andrew Thomas Accountancy,finance@andrew-thomas.org,Skipped,not confirmed by SMTP probe
2026-08-05 19:50:32,Andrew Thomas Accountancy,support@andrew-thomas.org,Skipped,not confirmed by SMTP probe
2026-08-05 19:50:34,Andrew Thomas Accountancy,enquiries@andrew-thomas.org,Skipped,not confirmed by SMTP probe
2026-08-05 19:50:35,Andrew Thomas Accountancy,enquiry@andrew-thomas.org,Skipped,not confirmed by SMTP probe
2026-08-05 19:51:09,Michael J Staite & Sons,mail@staiteandsons.co.uk,Sent,
2026-08-05 19:51:15,Michael J Staite & Sons,info@staiteandsons.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:51:21,Michael J Staite & Sons,accounts@staiteandsons.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:51:27,Michael J Staite & Sons,tax@staiteandsons.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:51:33,Michael J Staite & Sons,admin@staiteandsons.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:51:39,Michael J Staite & Sons,hr@staiteandsons.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:51:45,Michael J Staite & Sons,audit@staiteandsons.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:51:51,Michael J Staite & Sons,contact@staiteandsons.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:51:57,Michael J Staite & Sons,careers@staiteandsons.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:03,Michael J Staite & Sons,finance@staiteandsons.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:09,Michael J Staite & Sons,support@staiteandsons.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:15,Michael J Staite & Sons,enquiries@staiteandsons.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:21,Michael J Staite & Sons,enquiry@staiteandsons.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:38,GWS Accounts,office@gwsaccounts.co.uk,Sent,
2026-08-05 19:52:40,GWS Accounts,info@gwsaccounts.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:41,GWS Accounts,accounts@gwsaccounts.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:43,GWS Accounts,tax@gwsaccounts.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:44,GWS Accounts,admin@gwsaccounts.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:46,GWS Accounts,hr@gwsaccounts.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:47,GWS Accounts,audit@gwsaccounts.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:49,GWS Accounts,contact@gwsaccounts.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:51,GWS Accounts,careers@gwsaccounts.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:53,GWS Accounts,finance@gwsaccounts.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:54,GWS Accounts,support@gwsaccounts.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:56,GWS Accounts,enquiries@gwsaccounts.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:52:57,GWS Accounts,enquiry@gwsaccounts.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:53:19,JCM Associates,janecmellor@gmail.com,Sent,
2026-08-05 19:53:40,Philip Atherton,phil@philatherton.co.uk,Sent,
2026-08-05 19:53:41,Philip Atherton,info@philatherton.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:53:43,Philip Atherton,accounts@philatherton.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:53:44,Philip Atherton,tax@philatherton.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:53:46,Philip Atherton,admin@philatherton.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:53:47,Philip Atherton,hr@philatherton.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:53:49,Philip Atherton,audit@philatherton.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:53:50,Philip Atherton,contact@philatherton.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:53:52,Philip Atherton,careers@philatherton.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:53:53,Philip Atherton,finance@philatherton.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:53:55,Philip Atherton,support@philatherton.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:53:57,Philip Atherton,enquiries@philatherton.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:53:59,Philip Atherton,enquiry@philatherton.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:54:15,CH Jefferson & Co,cphillips@chjefferson.com,Sent,
2026-08-05 19:54:17,CH Jefferson & Co,info@chjefferson.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:54:18,CH Jefferson & Co,accounts@chjefferson.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:54:20,CH Jefferson & Co,tax@chjefferson.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:54:21,CH Jefferson & Co,admin@chjefferson.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:54:23,CH Jefferson & Co,hr@chjefferson.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:54:24,CH Jefferson & Co,audit@chjefferson.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:54:26,CH Jefferson & Co,contact@chjefferson.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:54:27,CH Jefferson & Co,careers@chjefferson.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:54:29,CH Jefferson & Co,finance@chjefferson.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:54:30,CH Jefferson & Co,support@chjefferson.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:54:32,CH Jefferson & Co,enquiries@chjefferson.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:54:33,CH Jefferson & Co,enquiry@chjefferson.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:54:54,Accounting Links,accountinglinks@hotmail.com,Sent,
2026-08-05 19:55:10,Jasbir Assi,jazzassi@hotmail.co.uk,Sent,
2026-08-05 19:55:12,Jasbir Assi,info@hotmail.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:55:13,Jasbir Assi,accounts@hotmail.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:55:14,Jasbir Assi,tax@hotmail.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:55:15,Jasbir Assi,admin@hotmail.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:55:16,Jasbir Assi,hr@hotmail.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:55:17,Jasbir Assi,audit@hotmail.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:55:19,Jasbir Assi,contact@hotmail.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:55:20,Jasbir Assi,careers@hotmail.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:55:21,Jasbir Assi,finance@hotmail.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:55:22,Jasbir Assi,support@hotmail.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:55:23,Jasbir Assi,enquiries@hotmail.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:55:24,Jasbir Assi,enquiry@hotmail.co.uk,Skipped,not confirmed by SMTP probe
2026-08-05 19:55:43,J Folman & Co,folmanandco@gmail.com,Sent,
2026-08-05 19:56:03,S C Hallberg & Co,stephen.hallberg@btconnect.com,Sent,
2026-08-05 19:56:05,S C Hallberg & Co,info@btconnect.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:56:06,S C Hallberg & Co,accounts@btconnect.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:56:08,S C Hallberg & Co,tax@btconnect.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:56:09,S C Hallberg & Co,admin@btconnect.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:56:10,S C Hallberg & Co,hr@btconnect.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:56:12,S C Hallberg & Co,audit@btconnect.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:56:13,S C Hallberg & Co,contact@btconnect.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:56:15,S C Hallberg & Co,careers@btconnect.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:56:16,S C Hallberg & Co,finance@btconnect.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:56:18,S C Hallberg & Co,support@btconnect.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:56:20,S C Hallberg & Co,enquiries@btconnect.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:56:22,S C Hallberg & Co,enquiry@btconnect.com,Skipped,not confirmed by SMTP probe
2026-08-05 19:56:44,Wasserman Accounting,george@wasserman-cpa.net,Sent,
2026-08-05 19:56:47,Wasserman Accounting,info@wasserman-cpa.net,Skipped,rejected by mail server
2026-08-05 19:56:49,Wasserman Accounting,accounts@wasserman-cpa.net,Skipped,rejected by mail server
2026-08-05 19:56:51,Wasserman Accounting,tax@wasserman-cpa.net,Skipped,rejected by mail server
2026-08-05 19:56:54,Wasserman Accounting,admin@wasserman-cpa.net,Skipped,not confirmed by SMTP probe
2026-08-05 19:56:56,Wasserman Accounting,hr@wasserman-cpa.net,Skipped,rejected by mail server
2026-08-05 19:56:58,Wasserman Accounting,audit@wasserman-cpa.net,Skipped,rejected by mail server
2026-08-05 19:57:01,Wasserman Accounting,contact@wasserman-cpa.net,Skipped,rejected by mail server
2026-08-05 19:57:03,Wasserman Accounting,careers@wasserman-cpa.net,Skipped,rejected by mail server
